"#","Date Time, GMT-08:00","Abs Pres, kPa","Temp, °C","Water Level, meters","Coupler Detached","Coupler Attached","Host Connected","End Of File"
60,03/10/17 06:45:00,111.480,13.461,1.116,,,,
61,03/10/17 07:00:00,111.480,13.461,1.116,,,,
62,03/10/17 07:15:00,111.459,13.461,1.114,,,,
63,03/10/17 07:30:00,111.501,13.461,1.118,,,,
64,03/10/17 07:45:00,111.544,13.558,1.123,,,,
65,03/10/17 08:00:00,111.544,13.558,1.123,,,,
66,03/10/17 08:15:00,111.556,13.654,1.124,,,,
67,03/10/17 08:30:00,111.565,13.558,1.125,,,,
68,03/10/17 08:45:00,111.575,13.558,1.126,,,,
69,03/10/17 09:00:00,111.573,13.461,1.126,,,,
70,03/10/17 09:15:00,111.571,13.365,1.125,,,,
71,03/10/17 09:30:00,111.558,13.269,1.124,,,,
72,03/10/17 09:45:00,111.579,13.269,1.126,,,,
73,03/10/17 10:00:00,111.577,13.173,1.125,,,,
74,03/10/17 10:15:00,111.567,13.173,1.124,,,,
75,03/10/17 10:30:00,111.564,13.076,1.124,,,,
76,03/10/17 10:45:00,111.544,13.076,1.122,,,,
77,03/10/17 11:00:00,111.554,13.076,1.123,,,,
78,03/10/17 11:15:00,111.546,13.173,1.122,,,,
79,03/10/17 11:30:00,111.536,13.173,1.121,,,,
80,03/10/17 11:45:00,111.505,13.173,1.118,,,,
81,03/10/17 12:00:00,111.494,13.173,1.117,,,,
82,03/10/17 12:15:00,111.474,13.173,1.115,,,,
83,03/10/17 12:30:00,111.453,13.173,1.113,,,,
84,03/10/17 12:45:00,111.412,13.173,1.109,,,,
85,03/10/17 13:00:00,111.381,13.173,1.105,,,,
86,03/10/17 13:15:00,111.381,13.173,1.105,,,,
87,03/10/17 13:30:00,111.364,13.365,1.104,,,,
88,03/10/17 13:45:00,111.348,13.558,1.103,,,,
89,03/10/17 14:00:00,111.344,13.365,1.102,,,,
90,03/10/17 14:15:00,111.327,13.076,1.100,,,,
91,03/10/17 14:30:00,111.313,12.883,1.098,,,,
92,03/10/17 14:45:00,111.278,13.173,1.095,,,,
93,03/10/17 15:00:00,111.282,13.846,1.096,,,,
94,03/10/17 15:15:00,111.269,13.750,1.095,,,,
95,03/10/17 15:30:00,111.257,13.654,1.094,,,,
96,03/10/17 15:45:00,111.236,13.654,1.091,,,,
97,03/10/17 16:00:00,111.224,13.558,1.090,,,,
98,03/10/17 16:15:00,111.212,13.461,1.089,,,,
99,03/10/17 16:30:00,111.201,13.461,1.088,,,,
100,03/10/17 16:45:00,111.199,13.365,1.087,,,,
101,03/10/17 17:00:00,111.191,13.461,1.087,,,,
102,03/10/17 17:15:00,111.193,13.558,1.087,,,,
103,03/10/17 17:30:00,111.191,13.461,1.087,,,,
104,03/10/17 17:45:00,111.181,13.461,1.086,,,,
105,03/10/17 18:00:00,111.191,13.461,1.087,,,,
106,03/10/17 18:15:00,111.203,13.558,1.088,,,,
107,03/10/17 18:30:00,111.203,13.558,1.088,,,,
108,03/10/17 18:45:00,111.209,13.365,1.088,,,,
109,03/10/17 19:00:00,111.218,13.269,1.089,,,,
110,03/10/17 19:15:00,111.218,13.269,1.089,,,,
111,03/10/17 19:30:00,111.207,13.269,1.088,,,,
112,03/10/17 19:45:00,111.207,13.269,1.088,,,,
113,03/10/17 20:00:00,111.199,13.365,1.087,,,,
114,03/10/17 20:15:00,111.189,13.365,1.086,,,,
115,03/10/17 20:30:00,111.212,13.461,1.089,,,,
116,03/10/17 20:45:00,111.214,13.558,1.089,,,,
117,03/10/17 21:00:00,111.234,13.558,1.091,,,,
118,03/10/17 21:15:00,111.234,13.558,1.091,,,,
119,03/10/17 21:30:00,111.255,13.558,1.093,,,,
120,03/10/17 21:45:00,111.263,13.461,1.094,,,,
121,03/10/17 22:00:00,111.292,13.365,1.097,,,,
122,03/10/17 22:15:00,111.290,13.269,1.096,,,,
123,03/10/17 22:30:00,111.288,13.173,1.096,,,,
124,03/10/17 22:45:00,111.288,13.173,1.096,,,,
125,03/10/17 23:00:00,111.284,13.461,1.096,,,,
126,03/10/17 23:15:00,111.282,13.846,1.096,,,,
127,03/10/17 23:30:00,111.263,13.942,1.095,,,,
128,03/10/17 23:45:00,111.265,13.558,1.094,,,,
129,03/11/17 00:00:00,111.273,13.461,1.095,,,,
130,03/11/17 00:15:00,111.271,13.365,1.095,,,,
131,03/11/17 00:30:00,111.261,13.365,1.094,,,,
132,03/11/17 00:45:00,111.284,13.461,1.096,,,,
133,03/11/17 01:00:00,111.288,13.654,1.097,,,,
134,03/11/17 01:15:00,111.261,13.846,1.094,,,,
135,03/11/17 01:30:00,111.271,13.846,1.095,,,,
136,03/11/17 01:45:00,111.259,13.750,1.094,,,,
137,03/11/17 02:00:00,111.273,13.461,1.095,,,,
138,03/11/17 02:15:00,111.280,13.269,1.095,,,,
139,03/11/17 02:30:00,111.290,13.269,1.096,,,,
140,03/11/17 02:45:00,111.280,13.269,1.095,,,,
141,03/11/17 03:00:00,111.280,13.269,1.095,,,,
142,03/11/17 03:15:00,111.300,13.269,1.097,,,,
143,03/11/17 03:30:00,111.280,13.269,1.095,,,,
144,03/11/17 03:45:00,111.271,13.365,1.095,,,,
145,03/11/17 04:00:00,111.280,13.269,1.095,,,,
146,03/11/17 04:15:00,111.269,13.269,1.094,,,,
147,03/11/17 04:30:00,111.269,13.269,1.094,,,,
148,03/11/17 04:45:00,111.282,13.365,1.096,,,,
149,03/11/17 05:00:00,111.286,13.558,1.096,,,,
150,03/11/17 05:15:00,111.298,13.654,1.098,,,,
151,03/11/17 05:30:00,111.300,13.750,1.098,,,,
152,03/11/17 05:45:00,111.319,13.654,1.100,,,,
153,03/11/17 06:00:00,111.296,13.558,1.097,,,,
154,03/11/17 06:15:00,111.294,13.461,1.097,,,,
155,03/11/17 06:30:00,111.292,13.365,1.097,,,,
156,03/11/17 06:45:00,111.302,13.365,1.098,,,,
157,03/11/17 07:00:00,111.321,13.269,1.099,,,,
158,03/11/17 07:15:00,111.331,13.269,1.101,,,,
159,03/11/17 07:30:00,111.356,13.461,1.103,,,,
160,03/11/17 07:45:00,111.401,13.654,1.108,,,,
161,03/11/17 08:00:00,111.414,13.750,1.110,,,,
162,03/11/17 08:15:00,111.414,13.750,1.110,,,,
163,03/11/17 08:30:00,111.424,13.750,1.111,,,,
164,03/11/17 08:45:00,111.414,13.750,1.110,,,,
165,03/11/17 09:00:00,111.432,13.654,1.111,,,,
166,03/11/17 09:15:00,111.443,13.654,1.113,,,,
167,03/11/17 09:30:00,111.432,13.654,1.111,,,,
168,03/11/17 09:45:00,111.437,13.846,1.112,,,,
169,03/11/17 10:00:00,111.461,14.038,1.115,,,,
170,03/11/17 10:15:00,111.478,13.846,1.116,,,,
171,03/11/17 10:30:00,111.470,13.461,1.115,,,,
172,03/11/17 10:45:00,111.455,13.269,1.113,,,,
173,03/11/17 11:00:00,111.443,13.173,1.112,,,,
174,03/11/17 11:15:00,111.453,13.173,1.113,,,,
175,03/11/17 11:30:00,111.443,13.173,1.112,,,,
176,03/11/17 11:45:00,111.422,13.173,1.110,,,,
177,03/11/17 12:00:00,111.416,13.365,1.109,,,,
178,03/11/17 12:15:00,111.399,13.558,1.108,,,,
179,03/11/17 12:30:00,111.401,13.654,1.108,,,,
180,03/11/17 12:45:00,111.401,13.654,1.108,,,,
181,03/11/17 13:00:00,111.391,13.654,1.107,,,,
182,03/11/17 13:15:00,111.350,13.654,1.103,,,,
183,03/11/17 13:30:00,111.352,13.750,1.103,,,,
184,03/11/17 13:45:00,111.313,13.846,1.100,,,,
185,03/11/17 14:00:00,111.315,13.942,1.100,,,,
186,03/11/17 14:15:00,111.313,13.846,1.100,,,,
187,03/11/17 14:30:00,111.311,13.750,1.099,,,,
188,03/11/17 14:45:00,111.280,13.269,1.095,,,,
189,03/11/17 15:00:00,111.273,12.980,1.094,,,,
190,03/11/17 15:15:00,111.282,12.883,1.095,,,,
191,03/11/17 15:30:00,111.240,12.883,1.091,,,,
192,03/11/17 15:45:00,111.199,12.883,1.086,,,,
193,03/11/17 16:00:00,111.183,13.076,1.085,,,,
194,03/11/17 16:15:00,111.160,13.461,1.083,,,,
195,03/11/17 16:30:00,111.162,13.558,1.084,,,,
196,03/11/17 16:45:00,111.143,13.654,1.082,,,,
197,03/11/17 17:00:00,111.112,13.654,1.079,,,,
198,03/11/17 17:15:00,111.135,13.750,1.081,,,,
199,03/11/17 17:30:00,111.125,13.750,1.080,,,,
200,03/11/17 17:45:00,111.143,13.654,1.082,,,,
201,03/11/17 18:00:00,111.150,13.461,1.082,,,,
202,03/11/17 18:15:00,111.160,13.461,1.083,,,,
203,03/11/17 18:30:00,111.187,13.750,1.087,,,,
204,03/11/17 18:45:00,111.195,14.134,1.088,,,,
205,03/11/17 19:00:00,111.208,14.230,1.090,,,,
206,03/11/17 19:15:00,111.224,14.517,1.092,,,,
207,03/11/17 19:30:00,111.228,14.709,1.092,,,,
208,03/11/17 19:45:00,111.251,14.804,1.095,,,,
209,03/11/17 20:00:00,111.243,14.421,1.093,,,,
210,03/11/17 20:15:00,111.263,14.421,1.096,,,,
211,03/11/17 20:30:00,111.259,13.269,1.093,,,,
212,03/11/17 20:45:00,111.273,12.980,1.094,,,,
213,03/11/17 21:00:00,111.294,12.980,1.096,,,,
214,03/11/17 21:15:00,111.304,12.980,1.097,,,,
215,03/11/17 21:30:00,111.327,13.076,1.100,,,,
216,03/11/17 21:45:00,111.368,13.076,1.104,,,,
217,03/11/17 22:00:00,111.395,13.365,1.107,,,,
218,03/11/17 22:15:00,111.389,13.558,1.107,,,,
219,03/11/17 22:30:00,111.401,13.654,1.108,,,,
220,03/11/17 22:45:00,111.383,13.750,1.107,,,,
221,03/11/17 23:00:00,111.385,13.846,1.107,,,,
222,03/11/17 23:15:00,111.377,13.942,1.106,,,,
223,03/11/17 23:30:00,111.389,14.038,1.108,,,,
224,03/11/17 23:45:00,111.373,14.230,1.106,,,,
225,03/12/17 00:00:00,111.329,14.134,1.102,,,,
226,03/12/17 00:15:00,111.348,14.038,1.104,,,,
227,03/12/17 00:30:00,111.356,13.942,1.104,,,,
228,03/12/17 00:45:00,111.362,13.750,1.104,,,,
229,03/12/17 01:00:00,111.364,13.846,1.105,,,,
230,03/12/17 01:15:00,111.354,14.325,1.105,,,,
231,03/12/17 01:30:00,111.366,13.942,1.105,,,,
232,03/12/17 01:45:00,111.366,13.461,1.104,,,,
233,03/12/17 02:00:00,111.368,13.076,1.104,,,,
234,03/12/17 02:15:00,111.333,12.883,1.100,,,,
235,03/12/17 02:30:00,111.323,12.883,1.099,,,,
236,03/12/17 02:45:00,111.300,13.269,1.097,,,,
237,03/12/17 03:00:00,111.313,13.846,1.100,,,,
238,03/12/17 03:15:00,111.296,14.038,1.098,,,,
239,03/12/17 03:30:00,111.317,14.038,1.100,,,,
240,03/12/17 03:45:00,111.317,14.038,1.100,,,,
241,03/12/17 04:00:00,111.319,14.134,1.101,,,,
242,03/12/17 04:15:00,111.315,14.421,1.101,,,,
243,03/12/17 04:30:00,111.307,14.517,1.100,,,,
244,03/12/17 04:45:00,111.321,14.230,1.101,,,,
245,03/12/17 05:00:00,111.325,13.942,1.101,,,,
246,03/12/17 05:15:00,111.317,13.076,1.099,,,,
247,03/12/17 05:30:00,111.319,12.690,1.098,,,,
248,03/12/17 05:45:00,111.321,12.787,1.099,,,,
249,03/12/17 06:00:00,111.317,13.558,1.100,,,,
250,03/12/17 06:15:00,111.298,13.654,1.098,,,,
251,03/12/17 06:30:00,111.311,13.750,1.099,,,,
252,03/12/17 06:45:00,111.327,13.558,1.101,,,,
253,03/12/17 07:00:00,111.339,13.173,1.101,,,,
254,03/12/17 07:15:00,111.339,13.173,1.101,,,,
255,03/12/17 07:30:00,111.360,13.654,1.104,,,,
256,03/12/17 07:45:00,111.362,13.750,1.104,,,,
257,03/12/17 08:00:00,111.366,13.942,1.105,,,,
258,03/12/17 08:15:00,111.397,13.942,1.108,,,,
259,03/12/17 08:30:00,111.416,13.846,1.110,,,,
260,03/12/17 08:45:00,111.426,13.846,1.111,,,,
261,03/12/17 09:00:00,111.408,14.421,1.110,,,,
262,03/12/17 09:15:00,111.402,15.091,1.111,,,,
263,03/12/17 09:30:00,111.400,15.473,1.111,,,,
264,03/12/17 09:45:00,111.402,15.569,1.112,,,,
265,03/12/17 10:00:00,111.413,15.569,1.113,,,,
266,03/12/17 10:15:00,111.421,15.473,1.114,,,,
267,03/12/17 10:30:00,111.433,15.091,1.114,,,,
268,03/12/17 10:45:00,111.418,14.421,1.111,,,,
269,03/12/17 11:00:00,111.404,14.230,1.110,,,,
270,03/12/17 11:15:00,111.412,14.134,1.110,,,,
271,03/12/17 11:30:00,111.412,14.134,1.110,,,,
272,03/12/17 11:45:00,111.391,14.134,1.108,,,,
273,03/12/17 12:00:00,111.381,14.134,1.107,,,,
274,03/12/17 12:15:00,111.352,14.230,1.104,,,,
275,03/12/17 12:30:00,111.346,14.421,1.104,,,,
276,03/12/17 12:45:00,111.336,14.421,1.103,,,,
277,03/12/17 13:00:00,111.325,14.421,1.102,,,,
278,03/12/17 13:15:00,111.307,14.517,1.100,,,,
279,03/12/17 13:30:00,111.278,14.613,1.097,,,,
280,03/12/17 13:45:00,111.253,14.421,1.094,,,,
281,03/12/17 14:00:00,111.241,13.846,1.092,,,,
282,03/12/17 14:15:00,111.218,13.750,1.090,,,,
283,03/12/17 14:30:00,111.207,13.750,1.089,,,,
284,03/12/17 14:45:00,111.189,13.846,1.087,,,,
285,03/12/17 15:00:00,111.183,14.038,1.087,,,,
286,03/12/17 15:15:00,111.177,14.230,1.086,,,,
287,03/12/17 15:30:00,111.181,14.421,1.087,,,,
288,03/12/17 15:45:00,111.169,14.804,1.087,,,,
289,03/12/17 16:00:00,111.138,15.282,1.084,,,,
290,03/12/17 16:15:00,111.144,16.046,1.086,,,,
291,03/12/17 16:30:00,111.126,16.141,1.085,,,,
292,03/12/17 16:45:00,111.130,15.378,1.084,,,,
293,03/12/17 17:00:00,111.115,14.230,1.080,,,,
294,03/12/17 17:15:00,111.117,13.846,1.080,,,,
295,03/12/17 17:30:00,111.115,13.750,1.079,,,,
296,03/12/17 17:45:00,111.152,14.038,1.084,,,,
297,03/12/17 18:00:00,111.135,14.230,1.082,,,,
298,03/12/17 18:15:00,111.148,14.325,1.084,,,,
299,03/12/17 18:30:00,111.170,14.421,1.086,,,,
300,03/12/17 18:45:00,111.204,14.517,1.090,,,,
301,03/12/17 19:00:00,111.185,14.613,1.088,,,,
302,03/12/17 19:15:00,111.187,14.709,1.088,,,,
303,03/12/17 19:30:00,111.202,14.900,1.090,,,,
304,03/12/17 19:45:00,111.202,14.900,1.090,,,,
305,03/12/17 20:00:00,111.214,14.996,1.092,,,,
306,03/12/17 20:15:00,111.206,15.091,1.091,,,,
307,03/12/17 20:30:00,111.220,14.804,1.092,,,,
308,03/12/17 20:45:00,111.208,14.709,1.090,,,,
309,03/12/17 21:00:00,111.216,14.613,1.091,,,,
310,03/12/17 21:15:00,111.226,14.613,1.092,,,,
311,03/12/17 21:30:00,111.226,14.613,1.092,,,,
312,03/12/17 21:45:00,111.228,14.709,1.092,,,,
313,03/12/17 22:00:00,111.214,14.996,1.092,,,,
314,03/12/17 22:15:00,111.243,14.900,1.094,,,,
315,03/12/17 22:30:00,111.239,14.709,1.094,,,,
316,03/12/17 22:45:00,111.226,14.613,1.092,,,,
317,03/12/17 23:00:00,111.228,14.709,1.092,,,,
318,03/12/17 23:15:00,111.251,15.282,1.096,,,,
319,03/12/17 23:30:00,111.225,15.473,1.094,,,,
320,03/12/17 23:45:00,111.216,15.569,1.093,,,,
321,03/13/17 00:00:00,111.237,15.569,1.095,,,,
322,03/13/17 00:15:00,111.247,15.569,1.096,,,,
323,03/13/17 00:30:00,111.272,15.282,1.098,,,,
324,03/13/17 00:45:00,111.268,15.091,1.097,,,,
325,03/13/17 01:00:00,111.286,14.996,1.099,,,,
326,03/13/17 01:15:00,111.264,14.900,1.096,,,,
327,03/13/17 01:30:00,111.264,14.900,1.096,,,,
328,03/13/17 01:45:00,111.276,14.996,1.098,,,,
329,03/13/17 02:00:00,111.247,15.091,1.095,,,,
330,03/13/17 02:15:00,111.247,15.091,1.095,,,,
331,03/13/17 02:30:00,111.239,15.187,1.094,,,,
332,03/13/17 02:45:00,111.220,15.282,1.093,,,,
333,03/13/17 03:00:00,111.210,15.282,1.092,,,,
334,03/13/17 03:15:00,111.185,15.091,1.089,,,,
335,03/13/17 03:30:00,111.185,15.091,1.089,,,,
336,03/13/17 03:45:00,111.165,15.091,1.087,,,,
337,03/13/17 04:00:00,111.165,15.091,1.087,,,,
338,03/13/17 04:15:00,111.146,15.187,1.085,,,,
339,03/13/17 04:30:00,111.138,15.282,1.084,,,,
340,03/13/17 04:45:00,111.146,15.187,1.085,,,,
341,03/13/17 05:00:00,111.144,15.091,1.085,,,,
342,03/13/17 05:15:00,111.152,14.996,1.085,,,,
343,03/13/17 05:30:00,111.162,14.996,1.086,,,,
344,03/13/17 05:45:00,111.171,14.900,1.087,,,,
345,03/13/17 06:00:00,111.171,14.900,1.087,,,,
346,03/13/17 06:15:00,111.181,14.900,1.088,,,,
347,03/13/17 06:30:00,111.191,14.900,1.089,,,,
348,03/13/17 06:45:00,111.214,14.996,1.092,,,,
349,03/13/17 07:00:00,111.206,15.091,1.091,,,,
350,03/13/17 07:15:00,111.216,15.091,1.092,,,,
351,03/13/17 07:30:00,111.227,15.091,1.093,,,,
352,03/13/17 07:45:00,111.249,15.187,1.095,,,,
353,03/13/17 08:00:00,111.251,15.282,1.096,,,,
354,03/13/17 08:15:00,111.256,15.473,1.097,,,,
355,03/13/17 08:30:00,111.258,15.569,1.097,,,,
356,03/13/17 08:45:00,111.247,15.569,1.096,,,,
357,03/13/17 09:00:00,111.250,15.664,1.096,,,,
358,03/13/17 09:15:00,111.260,15.664,1.098,,,,
359,03/13/17 09:30:00,111.253,15.378,1.096,,,,
360,03/13/17 09:45:00,111.235,14.996,1.094,,,,
361,03/13/17 10:00:00,111.231,14.804,1.093,,,,
362,03/13/17 10:15:00,111.228,14.709,1.092,,,,
363,03/13/17 10:30:00,111.210,14.804,1.091,,,,
364,03/13/17 10:45:00,111.212,14.900,1.091,,,,
365,03/13/17 11:00:00,111.193,14.996,1.089,,,,
366,03/13/17 11:15:00,111.196,15.091,1.090,,,,
367,03/13/17 11:30:00,111.177,15.187,1.088,,,,
368,03/13/17 11:45:00,111.179,15.282,1.089,,,,
369,03/13/17 12:00:00,111.146,15.187,1.085,,,,
370,03/13/17 12:15:00,111.127,14.804,1.082,,,,
371,03/13/17 12:30:00,111.105,14.709,1.080,,,,
372,03/13/17 12:45:00,111.071,14.613,1.076,,,,
373,03/13/17 13:00:00,111.040,14.613,1.073,,,,
374,03/13/17 13:15:00,111.012,14.709,1.070,,,,
375,03/13/17 13:30:00,110.981,14.709,1.067,,,,
376,03/13/17 13:45:00,110.993,14.804,1.069,,,,
377,03/13/17 14:00:00,110.975,14.900,1.067,,,,
378,03/13/17 14:15:00,110.977,14.996,1.067,,,,
379,03/13/17 14:30:00,110.966,14.996,1.066,,,,
380,03/13/17 14:45:00,110.948,15.091,1.065,,,,
381,03/13/17 15:00:00,110.937,15.091,1.063,,,,
382,03/13/17 15:15:00,110.937,15.091,1.063,,,,
383,03/13/17 15:30:00,110.906,15.091,1.060,,,,
384,03/13/17 15:45:00,110.886,15.091,1.058,,,,
385,03/13/17 16:00:00,110.875,15.091,1.057,,,,
386,03/13/17 16:15:00,110.853,14.996,1.055,,,,
387,03/13/17 16:30:00,110.863,14.996,1.056,,,,
388,03/13/17 16:45:00,110.855,15.091,1.055,,,,
389,03/13/17 17:00:00,110.857,15.187,1.055,,,,
390,03/13/17 17:15:00,110.847,15.187,1.054,,,,
391,03/13/17 17:30:00,110.857,15.187,1.055,,,,
392,03/13/17 17:45:00,110.859,15.282,1.056,,,,
393,03/13/17 18:00:00,110.859,15.282,1.056,,,,
394,03/13/17 18:15:00,110.869,15.282,1.057,,,,
395,03/13/17 18:30:00,110.869,15.282,1.057,,,,
396,03/13/17 18:45:00,110.869,15.282,1.057,,,,
397,03/13/17 19:00:00,110.878,15.187,1.058,,,,
398,03/13/17 19:15:00,110.857,15.187,1.055,,,,
399,03/13/17 19:30:00,110.888,15.187,1.059,,,,
400,03/13/17 19:45:00,110.917,15.091,1.061,,,,
401,03/13/17 20:00:00,110.925,14.996,1.062,,,,
402,03/13/17 20:15:00,110.915,14.996,1.061,,,,
403,03/13/17 20:30:00,110.935,14.996,1.063,,,,
404,03/13/17 20:45:00,110.948,15.091,1.065,,,,
405,03/13/17 21:00:00,110.970,15.187,1.067,,,,
406,03/13/17 21:15:00,110.985,14.900,1.068,,,,
407,03/13/17 21:30:00,110.983,14.804,1.068,,,,
408,03/13/17 21:45:00,110.983,14.804,1.068,,,,
409,03/13/17 22:00:00,110.972,14.804,1.066,,,,
410,03/13/17 22:15:00,110.962,14.804,1.065,,,,
411,03/13/17 22:30:00,110.952,14.804,1.064,,,,
412,03/13/17 22:45:00,110.931,14.804,1.062,,,,
413,03/13/17 23:00:00,110.933,14.900,1.063,,,,
414,03/13/17 23:15:00,110.946,14.996,1.064,,,,
415,03/13/17 23:30:00,110.968,15.091,1.067,,,,
416,03/13/17 23:45:00,110.960,15.187,1.066,,,,
417,03/14/17 00:00:00,110.962,15.282,1.066,,,,
418,03/14/17 00:15:00,110.952,15.282,1.065,,,,
419,03/14/17 00:30:00,110.954,15.378,1.066,,,,
420,03/14/17 00:45:00,110.973,15.282,1.067,,,,
421,03/14/17 01:00:00,110.973,15.282,1.067,,,,
422,03/14/17 01:15:00,110.973,15.282,1.067,,,,
423,03/14/17 01:30:00,110.962,15.282,1.066,,,,
424,03/14/17 01:45:00,110.962,15.282,1.066,,,,
425,03/14/17 02:00:00,110.940,15.187,1.064,,,,
426,03/14/17 02:15:00,110.940,15.187,1.064,,,,
427,03/14/17 02:30:00,110.940,15.187,1.064,,,,
428,03/14/17 02:45:00,110.919,15.187,1.062,,,,
429,03/14/17 03:00:00,110.927,15.091,1.062,,,,
430,03/14/17 03:15:00,110.940,15.187,1.064,,,,
431,03/14/17 03:30:00,110.919,15.187,1.062,,,,
432,03/14/17 03:45:00,110.929,15.187,1.063,,,,
433,03/14/17 04:00:00,110.909,15.187,1.061,,,,
434,03/14/17 04:15:00,110.919,15.187,1.062,,,,
435,03/14/17 04:30:00,110.909,15.187,1.061,,,,
436,03/14/17 04:45:00,110.898,15.187,1.060,,,,
437,03/14/17 05:00:00,110.896,15.091,1.059,,,,
438,03/14/17 05:15:00,110.896,15.091,1.059,,,,
439,03/14/17 05:30:00,110.915,14.996,1.061,,,,
440,03/14/17 05:45:00,110.921,14.804,1.061,,,,
441,03/14/17 06:00:00,110.925,14.517,1.061,,,,
442,03/14/17 06:15:00,110.933,14.421,1.062,,,,
443,03/14/17 06:30:00,110.954,14.421,1.064,,,,
444,03/14/17 06:45:00,110.976,14.517,1.066,,,,
445,03/14/17 07:00:00,110.968,14.613,1.066,,,,
446,03/14/17 07:15:00,110.981,14.709,1.067,,,,
447,03/14/17 07:30:00,111.003,14.804,1.070,,,,
448,03/14/17 07:45:00,111.016,14.900,1.071,,,,
449,03/14/17 08:00:00,111.028,14.996,1.073,,,,
450,03/14/17 08:15:00,111.030,15.091,1.073,,,,
451,03/14/17 08:30:00,111.045,15.282,1.075,,,,
452,03/14/17 08:45:00,111.057,15.378,1.076,,,,
453,03/14/17 09:00:00,111.057,15.378,1.076,,,,
454,03/14/17 09:15:00,111.045,15.282,1.075,,,,
455,03/14/17 09:30:00,111.051,15.091,1.075,,,,
456,03/14/17 09:45:00,111.041,15.091,1.074,,,,
457,03/14/17 10:00:00,111.059,14.996,1.076,,,,
458,03/14/17 10:15:00,111.049,14.996,1.075,,,,
459,03/14/17 10:30:00,111.047,14.900,1.074,,,,
460,03/14/17 10:45:00,111.057,14.900,1.075,,,,
461,03/14/17 11:00:00,111.036,14.900,1.073,,,,
